205,一勞永逸,經過一次的勞苦，能獲得永久的安逸,ㄧˋ　ㄌㄠˊ　ㄩㄥˇ　ㄧˋ,
206,一刻千金,比喻時間極為珍貴,ㄧˊ　ㄎㄜˋ　ㄑㄧㄢ　ㄐㄧㄣ,
207,一揮而就,形容在書畫作文方面的敏捷高超,ㄧˋ　ㄏㄨㄟ　ㄦˊ　ㄐㄧㄡˋ,
208,一介不取,形容人的操守非常清廉,ㄧˊ ㄐㄧㄝˋ　ㄅㄨˋ　ㄑㄩˇ,
209,一見如故,初次見面相處融洽，如同老朋友一般,ㄧˊ　ㄐㄧㄢˋ　ㄖㄨˊ　ㄍㄨˋ,
210,一箭雙鵰,一次舉動，可以同時達到兩個目標,ㄧˊ　ㄐㄧㄢˋ　ㄕㄨㄤ　ㄉㄧㄠ,
211,一氣呵成,比喻事情進行得順暢緊湊而不間斷,ㄧˊ　ㄑㄧˋ　ㄏㄜ　ㄔㄥˊ,
212,一丘之貉,比喻彼此同樣低劣，並無差異,ㄧˋ　ㄑㄧㄡ　ㄓ　ㄏㄜˊ,
213,一笑置之,形容不當成一回事,ㄧˊ　ㄒㄧㄠˋ　ㄓˋ　ㄓ,
214,一心一意,指心意專一，毫無他念,ㄧˋ　ㄒㄧㄣ　ㄧˊ　ㄧˋ,
215,一新耳目,所見所聞都有一種新奇、清新的感覺,ㄧˋ　ㄒㄧㄣ　ㄦˇ　ㄇㄨˋ,
216,一知半解,形容一個人所知不全，了解不深,ㄧˋ ㄓ　ㄅㄢˋ　ㄐㄧㄝˇ,
217,一針見血,比喻言論簡潔透澈,ㄧˋ　ㄓㄣ　ㄐㄧㄢˋ　ㄒㄧㄝˇ,
218,一朝一夕,形容時間短暫,ㄧˋ　ㄓㄠ　ㄧˊ　ㄒㄧˋ,
219,一成不變,引申指事情既定之後，從不改變,ㄧˋ　ㄔㄥˊ　ㄅㄨˊ　ㄅㄧㄢˋ,
220,一事無成,一件事也沒做成指事業毫無成就,ㄧˊ　ㄕˋ　ㄨˊ　ㄔㄥˊ,
221,一視同仁,平等待人，不分親疏厚薄,ㄧˊ　ㄕˋ　ㄊㄨㄥˊ　ㄖㄣˊ,
222,一手遮天,比喻玩弄權術、瞞上欺下的行徑,ㄧˋ　ㄕㄡˇ　ㄓㄜ　ㄊㄧㄢ,
223,一日三秋,比喻思念心切,ㄧˊ　ㄖˋ　ㄙㄢ　ㄑㄧㄡ,
224,一言九鼎,形容說話很有信用,ㄧˋ　ㄧㄢˊ　ㄐㄧㄡˇ　ㄉㄧㄥˇ,
225,一無所知,什麼都不知道,ㄧˋ　ㄨˊ　ㄙㄨㄛˇ　ㄓ,
226,一文不值,比喻毫無價值,ㄧˋ　ㄨㄣˊ　ㄅㄨˋ　ㄓˊ,
227,一網打盡,比喻排斥異己，不留孑遺,ㄧˋ　ㄨㄤˇ　ㄉㄚˇ　ㄐㄧㄣˋ,
228,以貌取人,以容貌儀表評斷或選取人才的標準,ㄧˇ　ㄇㄠˋ　ㄑㄩˇ　ㄖㄣˊ,
229,以逸待勞,以安逸等待疲憊的敵人，則可勝,ㄧˇ　ㄧˋ　ㄉㄞˋ　ㄌㄠˊ,
230,亦步亦趨,形容事事追隨或仿傚別人,ㄧˋ　ㄅㄨˋ　ㄧˋ　ㄑㄩ,
231,義無反顧,秉持正義，勇往直前，絕不退縮,ㄧˋ　ㄨˊ　ㄈㄢˇ　ㄍㄨˋ,
232,掩人耳目,比喻用假象欺騙、蒙蔽他人,ㄧㄢˇ　ㄖㄣˊ　ㄦˇ　ㄇㄨˋ,
233,因小失大,因貪圖小利而造成重大損失,ㄧㄣ　ㄒㄧㄠˇ　ㄕ　ㄉㄚˋ,
234,引狼入室,比喻自招其禍,ㄧㄣˇ　ㄌㄤˊ　ㄖㄨˋ　ㄕˋ,
235,引人注目,引起他人的注意,ㄧㄣˇ　ㄖㄣˊ　ㄓㄨˋ　ㄇㄨˋ,
236,飲水思源,比喻人不忘本,ㄧㄣˇ　ㄕㄨㄟˇ　ㄙ　ㄩㄢˊ,
237,無理取鬧,比喻不合情理的吵鬧或故意搗亂,ㄨˊ　ㄌㄧˇ　ㄑㄩˇ　ㄋㄠˋ,
238,無精打采,沒精神，提不起勁的樣子,ㄨˊ　ㄐㄧㄥ　ㄉㄚˇ　ㄘㄞˇ,
239,無中生有,指本無其事，憑空捏造,ㄨˊ　ㄓㄨㄥ　ㄕㄥ　ㄧㄡˇ,
240,無所不能,樣樣都會，凡事都能辦到,ㄨˊ　ㄙㄨㄛˇ　ㄅㄨˋ　ㄋㄥˊ,
241,無憂無慮,形容心情怡然自得,ㄨˊ　ㄧㄡ　ㄨˊ　ㄌㄩˋ,
242,無微不至,形容做事非常細心周到,ㄨˊ　ㄨㄟˊ　ㄅㄨˊ　ㄓˋ,
243,五光十色,比喻內容豐富，變化萬端,ㄨˇ　ㄍㄨㄤ　ㄕˊ　ㄙㄜˋ,
244,五花八門,比喻花樣繁多，變化多端,ㄨˇ　ㄏㄨㄚ　ㄅㄚ　ㄇㄣˊ,
245,危言聳聽,說些誇大、嚇人的話，聽的人驚駭,ㄨㄟˊ　ㄧㄢˊ　ㄙㄨㄥˇ　ㄊㄧㄥ,
246,萬人空巷,形容擁擠、熱鬧的盛況,ㄨㄢˋ　ㄖㄣˊ　ㄎㄨㄥ　ㄒㄧㄤˋ,
247,萬紫千紅,比喻事物豐富而多采多姿,ㄨㄢˋ　ㄗˇ　ㄑㄧㄢ　ㄏㄨㄥˊ,
248,文不對題,文章內容和題目不相符合,ㄨㄣˊ　ㄅㄨˊ　ㄉㄨㄟˋ　ㄊㄧˊ,
249,文質彬彬,形容人舉止文雅，態度端莊,ㄨㄣˊ　ㄓˊ　ㄅㄧㄣ　ㄅㄧㄣ,
250,聞雞起舞,比喻把握時機，及時奮起行動,ㄨㄣˊ　ㄐㄧ　ㄑㄧˇ　ㄨˇ,
251,亡羊補牢,比喻犯錯後及時更正，尚能補救,ㄨㄤˊ　ㄧㄤˊ　ㄅㄨˇ　ㄌㄠˊ,
252,網開一面,寬大仁厚，對犯錯的人從寬處置,ㄨㄤˇ　ㄎㄞ　ㄧˊ　ㄇㄧㄢˋ,
253,忘年之交,不拘年歲行輩而結交為友,ㄨㄤˋ　ㄋㄧㄢˊ　ㄓ　ㄐㄧㄠ,
254,雨過天青,比喻情況由壞轉好,ㄩˇ　ㄍㄨㄛˋ　ㄊㄧㄢ　ㄑㄧㄥ,
255,耳濡目染,指經常聽到、看到而深受影響,ㄦˇ　ㄖㄨˊ　ㄇㄨˋ　ㄖㄢˇ,
256,撥雲見日,比喻除去障礙，重見光明,ㄅㄛ　ㄩㄣˊ　ㄐㄧㄢˋ　ㄖˋ,
257,白紙黑字,常用以比喻證據確鑿，不容懷疑,ㄅㄞˊ　ㄓˇ　ㄏㄟ　ㄗˋ,
258,杯弓蛇影,比喻為不存在的事情枉自驚擾,ㄅㄟ　ㄍㄨㄥ　ㄕㄜˊ　ㄧㄥˇ,
259,背水一戰,比喻抱著必死的決心，奮戰取勝,ㄅㄟˋ　ㄕㄨㄟˇ　ㄧˊ ㄓㄢˋ,
260,半途而廢,比喻做事情有始無終,ㄅㄢˋ　ㄊㄨˊ　ㄦˊ　ㄈㄟˋ,
261,變幻莫測,事物變化多端，難以預測,ㄅㄧㄢˋ　ㄏㄨㄢˋ　ㄇㄛˋ　ㄘㄜˋ,
262,冰雪聰明,用來稱讚人非常聰明,ㄅㄧㄥ　ㄒㄩㄝˇ　ㄘㄨㄥ　ㄇㄧㄥˊ,
263,不倫不類,形容事物不成體統,ㄅㄨˋ　ㄌㄨㄣˊ　ㄅㄨˊ　ㄌㄟˋ,
264,不寒而慄,形容內心恐懼極至,ㄅㄨˋ　ㄏㄢˊ　ㄦˊ　ㄌㄧˋ,
265,不加思索,指不經過思考探求，立即做出反應,ㄅㄨˋ　ㄐㄧㄚ　ㄙ　ㄙㄨㄛˇ,
266,不求甚解,形容只求略懂皮毛而不深入理解,ㄅㄨˋ　ㄑㄧㄡˊ　ㄕㄣˋ　ㄐㄧㄝˇ,
267,不恥下問,不以向學問較自己淺陋的人求教為羞恥,ㄅㄨˋ　ㄔˇ　ㄒㄧㄚˋ　ㄨㄣˋ,
268,不速之客,指沒有邀請就自己來的客人,ㄅㄨˊ　ㄙㄨˋ　ㄓ　ㄎㄜˋ,
269,迫不及待,形容心情急切，不願等待,ㄆㄛˋ　ㄅㄨˋ　ㄐㄧˊ　ㄉㄞˋ,
270,拍案叫絕,拍桌子叫好，形容非常讚賞,ㄆㄞ　ㄢˋ　ㄐㄧㄠˋ　ㄐㄩㄝˊ,
271,馬不停蹄,四處奔走，不停歇，形容忙碌不休,ㄇㄚˇ　ㄅㄨˋ　ㄊㄧㄥˊ　ㄊㄧˊ,
272,馬首是瞻,比喻服從指揮或跟隨他人進退,ㄇㄚˇ　ㄕㄡˇ　ㄕˋ　ㄓㄢ,
273,摩拳擦掌,揮舞拳頭，擦揉手掌，準備行動或動武,ㄇㄛˊ　ㄑㄩㄢˊ　ㄘㄚ　ㄓㄤˇ,
274,莫名其妙,事情使人無法理解，不能言語表達,ㄇㄛˋ　ㄇㄧㄥˊ　ㄑㄧˊ　ㄇㄧㄠˋ,
275,莫逆之交,指心意相投的朋友,ㄇㄛˋ　ㄋㄧˋ　ㄓ　ㄐㄧㄠ,
276,莫衷一是,眾說紛紜，無法得到一致的結論,ㄇㄛˋ　ㄓㄨㄥ　ㄧˊ　ㄕˋ,
277,毛遂自薦,比喻自告奮勇，自我推薦,ㄇㄠˊ　ㄙㄨㄟˋ　ㄗˋ　ㄐㄧㄢˋ,
278,滿載而歸,比喻收穫豐富,ㄇㄢˇ　ㄗㄞˋ　ㄦˊ　ㄍㄨㄟ,
279,夢寐以求,形容願望強烈而迫切,ㄇㄥˋ　ㄇㄟˋ　ㄧˇ　ㄑㄧㄡˊ,
280,靡靡之音,指頹廢淫蕩、使人喪志的音樂,ㄇㄧˇ　ㄇㄧˇ　ㄓ　ㄧㄣ,
281,妙筆生花,讚譽其人文章佳妙,ㄇㄧㄠˋ　ㄅㄧˇ　ㄕㄥ　ㄏㄨㄚ,
282,妙手回春,醫師的醫術高明、將頹勢扭轉過來,ㄇㄧㄠˋ　ㄕㄡˇ　ㄏㄨㄟˊ　ㄔㄨㄣ,
283,面紅耳赤,形容人因緊張、害羞等而滿臉發紅的樣子,ㄇㄧㄢˋ　ㄏㄨㄥˊ　ㄦˇ　ㄔˋ,
284,名副其實,名聲或名稱與實際相符合,ㄇㄧㄥˊ　ㄈㄨˋ　ㄑㄧˊ　ㄕˊ,
285,名列前茅,比喻成績優異，名次排在前面,ㄇㄧㄥˊ　ㄌㄧㄝˋ　ㄑㄧㄢˊ　ㄇㄠˊ,
286,目不轉睛,形容凝神注視的樣子,ㄇㄨˋ　ㄅㄨˋ　ㄓㄨㄢˇ　ㄐㄧㄥ,
287,目光如豆,形容目光短淺，見識狹窄,ㄇㄨˋ　ㄍㄨㄤ　ㄖㄨˊ　ㄉㄡˋ,
288,飛來橫禍,突然降臨的意外災禍,ㄈㄟ　ㄌㄞˊ　ㄏㄥˋ　ㄏㄨㄛˋ,
289,反敗為勝,從敗勢中得到勝利,ㄈㄢˇ　ㄅㄞˋ　ㄨㄟˊ　ㄕㄥˋ,
290,分道揚鑣,分道而行，形容各走各的路,ㄈㄣ　ㄉㄠˋ　ㄧㄤˊ　ㄅㄧㄠ,
291,防不勝防,難以防備,ㄈㄤˊ　ㄅㄨˋ　ㄕㄥ　ㄈㄤˊ,
292,防患未然,趁禍患還未發生之前就加以防備,ㄈㄤˊ　ㄏㄨㄢˋ　ㄨㄟˋ　ㄖㄢˊ,
293,放蕩不羈,形容行為放縱隨便，不加檢點,ㄈㄤˋ　ㄉㄤˋ　ㄅㄨˋ　ㄐㄧ,
294,奉公守法,形容從政者謹守法紀，不徇私舞弊,ㄈㄥˋ　ㄍㄨㄥ　ㄕㄡˇ　ㄈㄚˇ,
295,打草驚蛇,對付敵人行事不密，致使敵人預先有防備,ㄉㄚˇ　ㄘㄠˇ　ㄐㄧㄥ　ㄕㄜˊ,
296,大公無私,謂秉公處理，毫無偏私,ㄉㄚˋ　ㄍㄨㄥ　ㄨˊ　ㄙ,
297,大開眼界,大大地增長見識,ㄉㄚˋ　ㄎㄞ　ㄧㄢˇ　ㄐㄧㄝˋ,
298,得天獨厚,得上天的厚愛，具特別優越的條件,ㄉㄜˊ　ㄊㄧㄢ　ㄉㄨˊ　ㄏㄡˋ,
299,單槍匹馬,比喻單獨行動，沒有絲毫助力,ㄉㄢ　ㄑㄧㄤ　ㄆㄧ　ㄇㄚˇ,
300,當頭棒喝,比喻使人立即醒悟的警示,ㄉㄤ　ㄊㄡˊ　ㄅㄤˋ　ㄏㄜˋ,
301,雕蟲小技,比喻微不足道的技能,ㄉㄧㄠ　ㄔㄨㄥˊ　ㄒㄧㄠˇ　ㄐㄧˋ,
302,對症下藥,針對癥結所在，做有效的處理,ㄉㄨㄟˋ　ㄓㄥˋ　ㄒㄧㄚˋ　ㄧㄠˋ,
303,動輒得咎,形容人處境困難，極易受到責難,ㄉㄨㄥˋ　ㄓㄜˊ　ㄉㄜˊ　ㄐㄧㄡˋ,
304,偷雞摸狗,形容做事偷偷摸摸，不光明正大,ㄊㄡ　ㄐㄧ　ㄇㄛ　ㄍㄡˇ,
305,投石問路,在採取某一行動前，先打探虛實,ㄊㄡˊ　ㄕˊ　ㄨㄣˋ　ㄌㄨˋ,
306,投鼠忌器,想要除害，但有所顧忌而不敢下手,ㄊㄡˊ　ㄕㄨˇ　ㄐㄧˋ　ㄑㄧˋ,
307,談虎色變,比喻一提及某事就非常害怕,ㄊㄢˊ　ㄏㄨˇ　ㄙㄜˋ　ㄅㄧㄢˋ,
308,探囊取物,比喻事情極容易辦到,ㄊㄢˋ　ㄋㄤˊ　ㄑㄩˇ　ㄨˋ,
309,嘆為觀止,讚美看到的事物好到極點無與倫比,ㄊㄢˋ　ㄨㄟˊ　ㄍㄨㄢ　ㄓˇ,
310,啼笑皆非,形容不知如何是好,ㄊㄧˊ　ㄒㄧㄠˋ　ㄐㄧㄝ　ㄈㄟ,
311,體無完膚,遭人批評得一無是處，面目全非,ㄊㄧˇ　ㄨˊ　ㄨㄢˊ　ㄈㄨ,
312,挑撥離間,搬弄是非，分化彼此感情，使人互相猜忌,ㄊㄧㄠˇ　ㄅㄛ　ㄌㄧˊ　ㄐㄧㄢˋ,
313,鋌而走險,窮途末路或受逼迫時採取冒險行動,ㄊㄧㄥˇ　ㄦˊ　ㄗㄡˇ　ㄒㄧㄢˇ,
314,土崩瓦解,比喻澈底潰敗，不可收拾,ㄊㄨˇ　ㄅㄥ　ㄨㄚˇ　ㄐㄧㄝˇ,
315,拖泥帶水,比喻言辭或行為不乾脆,ㄊㄨㄛ　ㄋㄧˊ　ㄉㄞˋ　ㄕㄨㄟˇ,
316,唾手可得,比喻事物很容易得到,ㄊㄨㄛˋ　ㄕㄡˇ　ㄎㄜˇ　ㄉㄜˊ,
317,推心置腹,比喻以至誠待人,ㄊㄨㄟ　ㄒㄧㄣ　ㄓˋ　ㄈㄨˋ,
318,同病相憐,有同樣不幸遭遇的人互相同情,ㄊㄨㄥˊ　ㄅㄧㄥˋ　ㄒㄧㄤ　ㄌㄧㄢˊ,
319,同流合汙,指跟壞人一起做壞事,ㄊㄨㄥˊ　ㄌㄧㄡˊ　ㄏㄜˊ　ㄨ,
320,童心未泯,年歲已大卻仍保有兒童一般的心性,ㄊㄨㄥˊ　ㄒㄧㄣ　ㄨㄟˋ　ㄇㄧㄣˇ,
321,童山濯濯,多用以形容人禿頭、無髮,ㄊㄨㄥˊ　ㄕㄢ　ㄓㄨㄛˊ　ㄓㄨㄛˊ,
322,童叟無欺,對待小孩和老人的態度一樣不欺瞞,ㄊㄨㄥˊ　ㄙㄡˇ　ㄨˊ　ㄑㄧ,
323,怒髮衝冠,形容盛怒的樣子,ㄋㄨˋ　ㄈㄚˇ　ㄔㄨㄥ　ㄍㄨㄢ,
324,弄巧成拙,比喻枉費心機,ㄋㄨㄥˋ　ㄑㄧㄠˇ　ㄔㄥˊ　ㄓㄨㄛˊ,
325,樂不可支,形容快樂到了極點,ㄌㄜˋ　ㄅㄨˋ　ㄎㄜˇ　ㄓ,
326,勞而無功,花費了精力，卻毫無功效或收穫,ㄌㄠˊ　ㄦˊ　ㄨˊ　ㄍㄨㄥ,
327,勞燕分飛,比喻夫妻、情人別離,ㄌㄠˊ　ㄧㄢˋ　ㄈㄣ　ㄈㄟ,
328,老馬識途,有經驗的人對情況熟悉把工作做好,ㄌㄠˇ　ㄇㄚˇ　ㄕˋ　ㄊㄨˊ,
329,老謀深算,形容人精明老練，計慮深遠,ㄌㄠˇ　ㄇㄡˊ　ㄕㄣ　ㄙㄨㄢˋ,
330,老當益壯,年紀雖大身體仍然強健且志氣豪壯,ㄌㄠˇ　ㄉㄤ　ㄧˋ　ㄓㄨㄤˋ,
331,老生常談,比喻時常聽到，了無新意的老話,ㄌㄠˇ　ㄕㄥ　ㄔㄤˊ　ㄊㄢˊ,
332,狼吞虎嚥,形容吃東西又猛又急,ㄌㄤˊ　ㄊㄨㄣ　ㄏㄨˇ　ㄧㄢˋ,
333,立竿見影,比喻迅速收到成效,ㄌㄧˋ　ㄍㄢ　ㄐㄧㄢˋ　ㄧㄥˇ,
334,流芳百世,美名流傳後世、為人所稱頌,ㄌㄧㄡˊ　ㄈㄤ　ㄅㄞˇ　ㄕˋ,
335,流連忘返,貪戀沉迷而不願離去,ㄌㄧㄡˊ　ㄌㄧㄢˊ　ㄨㄤˋ　ㄈㄢˇ,
336,六神無主,形容心慌意亂，拿不定主意,ㄌㄧㄡˋ　ㄕㄣˊ　ㄨˊ　ㄓㄨˇ,
337,憐香惜玉,比喻愛憐、善待女性,ㄌㄧㄢˊ　ㄒㄧㄤ　ㄒㄧˊ　ㄩˋ,
338,良辰美景,美好的時光，宜人的景色,ㄌㄧㄤˊ　ㄔㄣˊ　ㄇㄟˇ　ㄐㄧㄥˇ,
339,良莠不齊,謂好壞參差，素質不一,ㄌㄧㄤˊ　ㄧㄡˋ　ㄅㄨˋ　ㄑㄧˊ,
340,量力而為,衡量自己的能力做事,ㄌㄧㄤˋ　ㄌㄧˋ　ㄦˊ　ㄨㄟˊ,
341,另眼相看,以特別的態度相待，以示重視或歧視,ㄌㄧㄥˋ　ㄧㄢˇ　ㄒㄧㄤ　ㄎㄢˋ,
342,戮力齊心,齊心合力，團結一致,ㄌㄨˋ　ㄌㄧˋ　ㄑㄧˊ　ㄒㄧㄣ,
343,屢敗屢戰,雖然屢次戰敗，仍繼續奮勇作戰,ㄌㄩˇ　ㄅㄞˋ　ㄌㄩˇ　ㄓㄢˋ,
344,隔靴搔癢,比喻未能透澈領悟佛理,ㄍㄜˊ　ㄒㄩㄝ　ㄙㄠ　ㄧㄤˇ,
345,改頭換面,比喻一個人澈底改變，重新做人,ㄍㄞˇ　ㄊㄡˊ　ㄏㄨㄢˋ　ㄇㄧㄢˋ,
346,高朋滿座,形容賓客眾多,ㄍㄠ　ㄆㄥˊ　ㄇㄢˇ　ㄗㄨㄛˋ,
347,高抬貴手,請求寬容饒恕的客套話,ㄍㄠ　ㄊㄞˊ　ㄍㄨㄟˋ　ㄕㄡˇ,
348,輕描淡寫,著力不多的描繪或敘述,ㄑㄧㄥ　ㄇㄧㄠˊ　ㄉㄢˋ　ㄒㄧㄝˇ,
349,高深莫測,引申為人或事深沉不可測,ㄍㄠ　ㄕㄣ　ㄇㄛˋ　ㄘㄜˋ,
350,苟且偷安,得過且過，只圖眼前安逸，不顧將來,ㄍㄡˇ　ㄑㄧㄝˇ　ㄊㄡ　ㄢ,
351,甘拜下風,表示自認不如，由衷佩服,ㄍㄢ　ㄅㄞˋ　ㄒㄧㄚˋ　ㄈㄥ,
352,孤注一擲,比喻危急時，投入全部力量，作最後冒險,ㄍㄨ　ㄓㄨˋ　ㄧˋ　ㄓˊ,
353,沽名釣譽,指故意做作，用手段謀取名聲和讚譽,ㄍㄨ　ㄇㄧㄥˊ　ㄉㄧㄠˋ　ㄩˋ,
354,古道熱腸,形容待人仁厚、熱心,ㄍㄨˇ　ㄉㄠˋ　ㄖㄜˋ　ㄔㄤˊ,
355,瓜熟蒂落,比喻時機成熟，事情自然成功,ㄍㄨㄚ　ㄕㄡˊ　ㄉㄧˋ　ㄌㄨㄛˋ,
356,國泰民安,國家太平，人民安樂,ㄍㄨㄛˊ　ㄊㄞˋ　ㄇㄧㄣˊ　ㄢ,
357,過猶不及,指事情要做得恰到好處,ㄍㄨㄛˋ　ㄧㄡˊ　ㄅㄨˋ　ㄐㄧˊ,
358,滾瓜爛熟,比喻極為純熟流利,ㄍㄨㄣˇ　ㄍㄨㄚ　ㄌㄢˋ　ㄕㄨˊ,
359,光怪陸離,形容現象離奇怪異，色彩參差錯雜,ㄍㄨㄤ　ㄍㄨㄞˋ　ㄌㄨˋ　ㄌㄧˊ,
360,開卷有益,指打開書本閱讀，即能得到好處,ㄎㄞ　ㄐㄩㄢˋ　ㄧㄡˇ　ㄧˋ,
361,口蜜腹劍,一個人嘴上說得好聽，事實上險惡,ㄎㄡˇ　ㄇㄧˋ　ㄈㄨˋ　ㄐㄧㄢˋ,
362,空穴來風,比喻憑空捏造不實的傳言,ㄎㄨㄥ　ㄒㄩㄝˋ　ㄌㄞˊ　ㄈㄥ,
363,荷槍實彈,形容高度警戒，準備隨時戰鬥的狀況,ㄏㄜˋ　ㄑㄧㄤ　ㄕˊ　ㄉㄢˋ,
364,海闊天空,形容無拘無束，漫無邊際的樣子,ㄏㄞˇ　ㄎㄨㄛˋ　ㄊㄧㄢ　ㄎㄨㄥ,
365,害群之馬,比喻危害大眾的人,ㄏㄞˋ　ㄑㄩㄣˊ　ㄓ　ㄇㄚˇ,
366,薪火相傳,比喻師生授受不絕，綿延不盡,ㄒㄧㄣ　ㄏㄨㄛˇ　ㄒㄧㄤ　ㄔㄨㄢˊ,
367,星羅棋布,形容布列繁密,ㄒㄧㄥ　ㄌㄨㄛˊ　ㄑㄧˊ　ㄅㄨˋ,
368,好高騖遠,指一味地嚮往高遠的目標而不切實際,ㄏㄠˋ　ㄍㄠ　ㄨˋ　ㄩㄢˇ,
369,好事多磨,美好的事，要經過波折才能如願,ㄏㄠˇ　ㄕˋ　ㄉㄨㄛ　ㄇㄛˊ,
370,後生可畏,年輕人的成就超越先輩，令人敬畏,ㄏㄡˋ　ㄕㄥ　ㄎㄜˇ　ㄨㄟˋ,
371,含苞待放,花朵包含在花蒂上，即將綻放,ㄏㄢˊ　ㄅㄠ　ㄉㄞˋ　ㄈㄤˋ,
372,汗馬功勞,指征戰的功勞，亦泛指一般的功勞,ㄏㄢˋ　ㄇㄚˇ　ㄍㄨㄥ　ㄌㄠˊ,
373,汗牛充棟,指書籍繁多，堆滿整幢房屋,ㄏㄢˋ　ㄋㄧㄡˊ　ㄔㄨㄥ　ㄉㄨㄥˋ,
374,沆瀣一氣,比喻彼此志同道合，意氣相投,ㄏㄤˋ　ㄒㄧㄝˋ　ㄧˊ　ㄑㄧˋ,
375,花容失色,女子受到驚嚇，如花朵般的容貌失去顏色,ㄏㄨㄚ　ㄖㄨㄥˊ　ㄕ　ㄙㄜˋ,
376,花容月貌,形容女子容貌美好,ㄏㄨㄚ　ㄖㄨㄥˊ　ㄩㄝˋ　ㄇㄠˋ,
377,化敵為友,把敵人變為朋友,ㄏㄨㄚˋ　ㄉㄧˊ　ㄨㄟˊ　ㄧㄡˇ,
378,火上加油,比喻使事態更加擴張或惡化,ㄏㄨㄛˇ　ㄕㄤˋ　ㄐㄧㄚ　ㄧㄡˊ,
379,禍不單行,比喻不幸的事接二連三地發生,ㄏㄨㄛˋ　ㄅㄨˋ　ㄉㄢ　ㄒㄧㄥˊ,
380,懷才不遇,懷有才能卻際遇不佳，不受重用,ㄏㄨㄞˊ　ㄘㄞˊ　ㄅㄨˊ　ㄩˋ,
381,灰頭土臉,形容蓬頭垢面，滿面風塵,ㄏㄨㄟ　ㄊㄡˊ　ㄊㄨˇ　ㄌㄧㄢˇ,
382,蕙質蘭心,比喻女子芳潔的心地、高雅的品德,ㄏㄨㄟˋ　ㄓˊ　ㄌㄢˊ　ㄒㄧㄣ,
383,魂不附體,形容驚嚇過度而心不能自主,ㄏㄨㄣˊ　ㄅㄨˊ　ㄈㄨˋ　ㄊㄧˇ,
384,黃粱一夢,榮華富貴如夢般短暫虛幻，且終歸泡影,ㄏㄨㄤˊ　ㄌㄧㄤˊ　ㄧˊㄇㄥˋ,
385,恍然大悟,猛然醒悟過來,ㄏㄨㄤˇ　ㄖㄢˊ　ㄉㄚˋ　ㄨˋ,
386,積勞成疾,因長期過度勞累而生病,ㄐㄧ　ㄌㄠˊ　ㄔㄥˊ　ㄐㄧˊ,
387,雞毛蒜皮,比喻沒價值的東西或不重要的小事,ㄐㄧ　ㄇㄠˊ　ㄙㄨㄢˋ　ㄆㄧˊ,
388,雞鳴狗盜,形容卑劣低下的人或事,ㄐㄧ　ㄇㄧㄥˊ　ㄍㄡˇ　ㄉㄠˋ,
389,雞飛狗跳,比喻因驚擾引來的混亂,ㄐㄧ　ㄈㄟ　ㄍㄡˇ　ㄊㄧㄠˋ,
390,急功近利,指急於求得成效，貪求眼前利益,ㄐㄧˊ　ㄍㄨㄥ　ㄐㄧㄣˋ　ㄌㄧˋ,
391,疾言厲色,形容人發怒的樣子,ㄐㄧˊ　ㄧㄢˊ　ㄌㄧˋ　ㄙㄜˋ,
392,集思廣益,廣泛吸收有益的意見,ㄐㄧˊ　ㄙ　ㄍㄨㄤˇ　ㄧˋ,
393,寄人籬下,作品因襲循守舊，不能自創一格,ㄐㄧˋ　ㄖㄣˊ　ㄌㄧˊ　ㄒㄧㄚˋ,
394,繼往開來,承續先人的事業，為後人開拓道路,ㄐㄧˋ　ㄨㄤˇ　ㄎㄞ　ㄌㄞˊ,
395,家無長物,比喻節儉或貧困,ㄐㄧㄚ　ㄨˊ　ㄓㄤˋ　ㄨˋ,
396,家喻戶曉,家家戶戶都知曉，形容名聲傳播極廣,ㄐㄧㄚ　ㄩˋ　ㄏㄨˋ　ㄒㄧㄠˇ,
397,孑然一身,形容孤獨一個人,ㄐㄧㄝˊ　ㄖㄢˊ　ㄧˋ　ㄕㄣ,
398,借花獻佛,比喻借用他人的東西來作人情,ㄐㄧㄝˋ　ㄏㄨㄚ　ㄒㄧㄢˋ　ㄈㄛˊ,
399,交頭接耳,湊近頭耳，形容低聲私語,ㄐㄧㄠ　ㄊㄡˊ　ㄐㄧㄝ　ㄦˇ,
400,教學相長,教與學互相增長,ㄐㄧㄠˋ　ㄒㄩㄝˊ　ㄒㄧㄤ　ㄓㄤˇ,
401,焦頭爛額,做事陷入十分狼狽窘迫的困境或犧牲慘重,ㄐㄧㄠ　ㄊㄡˊ　ㄌㄢˋ　ㄜˊ,
402,狡兔三窟,比喻有多處藏身的地方或多種避禍的準備,ㄐㄧㄠˇ　ㄊㄨˋ　ㄙㄢ　ㄎㄨ,
403,堅忍不拔,形容意志堅定，不可動搖,ㄐㄧㄢ　ㄖㄣˇ　ㄅㄨˋ　ㄅㄚˊ,
404,漸入佳境,比喻境況逐漸進展至美好的境界,ㄐㄧㄢˋ　ㄖㄨˋ　ㄐㄧㄚ　ㄐㄧㄥˋ,
405,金蟬脫殼,比喻利用假象藉以脫身,ㄐㄧㄣ　ㄔㄢˊ　ㄊㄨㄛ　ㄎㄜˊ,
406,金字招牌,比喻商店資金雄厚，信譽卓著,ㄐㄧㄣ　ㄗˋ　ㄓㄠ　ㄆㄞˊ,
